PC1,PC2,Cluster_OPTICS
-0.7078668059889803,-0.0927641608406152,77
-0.7107602318731134,-0.1105327245470341,77
-0.7219253630767625,-0.0799111118291825,77
-0.7379501775516886,-0.090434170558291,77
-0.7285316455198206,-0.0587184033476208,77
-0.7429834999911861,-0.1139873745843874,77
-0.7372432964171611,-0.0688135898114013,77
-0.706352114941415,-0.088777610399911,77
-0.738648093449198,-0.1138954040694763,77
-0.8142655712698696,-0.0706351886322245,77
-0.7204393897494024,-0.0699692095569206,77
-0.7093119415029765,-0.092794817678919,77
-0.7373128519507303,-0.0727694834138016,77
-0.7270488270486014,-0.0664837511051702,77
-0.6917347530232619,-0.0860812131049595,77
