PC1,PC2,Cluster_OPTICS
-0.8850220130409033,-0.6946681222484788,205
-0.9050553373516624,-0.6234097748168883,205
-0.8742018388331394,-0.635577790809545,205
-0.8770486165230315,-0.6629830118761123,205
-0.8734546192166528,-0.6590083674824265,205
-0.8506525386551841,-0.6500143318318252,205
-0.8624779027991194,-0.6506499572210122,205
-0.9088032213430745,-0.6139076508569727,205
-0.8639607212703386,-0.6428846094634627,205
-0.9092750394972452,-0.6841449119432771,205
-0.9343071581464196,-0.6619430231634474,205
-0.8968966809038159,-0.648411937453599,205
-0.9110216386690262,-0.6218075320147554,205
-0.8866613737218921,-0.6361708533134098,205
-0.914694156745992,-0.6278974172465464,205
-0.8696313693107945,-0.6841025006340483,205
